accessionVersion,segment,nt_len,aa_len,identity_to_swiss,aa_differences_in_overlap,compared_aa,frame,orf_start,country,collectionDate,displayName,insdc,host,completeness,length_meta
PP_006VZ7Q.1,M,3664,1138,0.990334,11,1138,2,46,Argentina,,Argentina/PP_006VZ7Q.1,MN258194.1,Homo sapiens,0.9959139199128303,3664
PP_006W0BD.1,M,3646,1138,0.990334,11,1138,3,41,,,PP_006W0BD.1,MN850092.1,,0.9910106238082267,3646
PP_006VLGK.1,M,592,191,0.989529,2,191,3,17,,,PP_006VLGK.1,AF005943.1,,0.16126396077363117,592
PP_006VXTK.1,M,3418,1138,0.989455,12,1138,2,1,,,PP_006VXTK.1,MK059788.1,,0.9310814491964042,3418
PP_006VXVF.1,M,3417,1138,0.989455,12,1138,1,0,,,PP_006VXVF.1,MK059790.1,,0.9308090438572596,3417
PP_006VXZ7.1,M,3417,1138,0.989455,12,1138,1,0,,,PP_006VXZ7.1,MK513888.1,,0.9308090438572596,3417
PP_006VY8P.1,M,3417,1138,0.989455,12,1138,1,0,,,PP_006VY8P.1,MK513897.1,,0.9308090438572596,3417
PP_006VYCF.1,M,3417,1138,0.989455,12,1138,1,0,,,PP_006VYCF.1,MN095799.1,,0.9308090438572596,3417
PP_006VYDD.1,M,3418,1138,0.989455,12,1138,2,1,,,PP_006VYDD.1,MN095800.1,,0.9310814491964042,3418
PP_006VYG7.1,M,3418,1138,0.989455,12,1138,2,1,,,PP_006VYG7.1,MN095803.1,,0.9310814491964042,3418
PP_006VYJ2.1,M,3417,1138,0.989455,12,1138,1,0,,,PP_006VYJ2.1,MN095805.1,,0.9308090438572596,3417
PP_006VYPS.1,M,3417,1138,0.989455,12,1138,1,0,,,PP_006VYPS.1,MN095810.1,,0.9308090438572596,3417
PP_006VYY8.1,M,3417,1138,0.989455,12,1138,1,0,,,PP_006VYY8.1,MN095819.1,,0.9308090438572596,3417
PP_006VYZ6.1,M,3417,1138,0.989455,12,1138,1,0,,,PP_006VYZ6.1,MN095820.1,,0.9308090438572596,3417
PP_006VXSM.1,M,3417,1131,0.98939,12,1131,1,0,,,PP_006VXSM.1,MK059787.1,,0.9308090438572596,3417
PP_006VXRP.1,M,3417,1138,0.988576,13,1138,1,0,,,PP_006VXRP.1,MK059786.1,,0.9308090438572596,3417
PP_006VYK0.1,M,3417,1138,0.988576,13,1138,1,0,,,PP_006VYK0.1,MN095806.1,,0.9308090438572596,3417
PP_006VYLY.1,M,3417,1138,0.988576,13,1138,1,0,,,PP_006VYLY.1,MN095807.1,,0.9308090438572596,3417
PP_006VYMW.1,M,3417,1138,0.988576,13,1138,1,0,,,PP_006VYMW.1,MN095808.1,,0.9308090438572596,3417
PP_006VYNU.1,M,3417,1138,0.988576,13,1138,1,0,,,PP_006VYNU.1,MN095809.1,,0.9308090438572596,3417
PP_006VYSL.1,M,3417,1138,0.988576,13,1138,1,0,,,PP_006VYSL.1,MN095813.1,,0.9308090438572596,3417
PP_006VYWC.1,M,3417,1138,0.988576,13,1138,1,0,,,PP_006VYWC.1,MN095817.1,,0.9308090438572596,3417
PP_006VSZC.1,M,490,163,0.98773,2,163,1,0,Chile,,Chile/PP_006VSZC.1,EU241643.1,Oligoryzomys longicaudatus,0.13347861618087714,490
PP_006VQHC.1,M,3641,1138,0.987698,14,1138,1,33,Chile,,Chile/PP_006VQHC.1,AY228238.1,Homo sapiens,0.9918278398256606,3641
PP_006VXMX.1,M,3418,1138,0.987698,14,1138,2,1,,,PP_006VXMX.1,MK059782.1,,0.9310814491964042,3418
PP_006VXQR.1,M,3417,1138,0.987698,14,1138,1,0,,,PP_006VXQR.1,MK059785.1,,0.9308090438572596,3417
PP_006VXY9.1,M,3417,1138,0.987698,14,1138,1,0,,,PP_006VXY9.1,MK513887.1,,0.9308090438572596,3417
PP_006VYF9.1,M,3417,1138,0.987698,14,1138,1,0,,,PP_006VYF9.1,MN095802.1,,0.9308090438572596,3417
PP_006VYUG.1,M,3417,1138,0.987698,14,1138,1,0,,,PP_006VYUG.1,MN095815.1,,0.9308090438572596,3417
PP_006VZ12.1,M,3417,1138,0.987698,14,1138,1,0,,,PP_006VZ12.1,MN095822.1,,0.9308090438572596,3417
PP_006VXNV.1,M,3417,1138,0.986819,15,1138,1,0,,,PP_006VXNV.1,MK059783.1,,0.9308090438572596,3417
PP_006VXUH.1,M,3417,1138,0.986819,15,1138,1,0,,,PP_006VXUH.1,MK059789.1,,0.9308090438572596,3417
PP_006VXXB.1,M,3417,1138,0.986819,15,1138,1,0,,,PP_006VXXB.1,MK513886.1,,0.9308090438572596,3417
PP_006VY13.1,M,3417,1138,0.986819,15,1138,1,0,,,PP_006VY13.1,MK513890.1,,0.9308090438572596,3417
PP_006VY4X.1,M,3417,1138,0.986819,15,1138,1,0,,,PP_006VY4X.1,MK513893.1,,0.9308090438572596,3417
PP_006VY5V.1,M,3417,1138,0.986819,15,1138,1,0,,,PP_006VY5V.1,MK513894.1,,0.9308090438572596,3417
PP_006VY9M.1,M,3417,1138,0.986819,15,1138,1,0,,,PP_006VY9M.1,MK513898.1,,0.9308090438572596,3417
PP_006VYBH.1,M,3417,1138,0.986819,15,1138,1,0,,,PP_006VYBH.1,MK513900.1,,0.9308090438572596,3417
PP_006VXWD.1,M,3417,1138,0.98594,16,1138,1,0,,,PP_006VXWD.1,MK513885.1,,0.9308090438572596,3417
PP_006VY3Z.1,M,3417,1138,0.98594,16,1138,1,0,,,PP_006VY3Z.1,MK513892.1,,0.9308090438572596,3417
PP_006VSTQ.1,M,490,163,0.969325,5,163,1,0,Chile,,Chile/PP_006VSTQ.1,EU241637.1,Oligoryzomys longicaudatus,0.13347861618087714,490
PP_006VSUN.1,M,490,163,0.96319,6,163,1,0,Chile,,Chile/PP_006VSUN.1,EU241638.1,Oligoryzomys longicaudatus,0.13347861618087714,490
PP_006VSVL.1,M,490,163,0.96319,6,163,1,0,Chile,,Chile/PP_006VSVL.1,EU241639.1,Oligoryzomys longicaudatus,0.13347861618087714,490
PP_006VT8U.1,M,473,157,0.961783,6,157,1,0,Chile,,Chile/PP_006VT8U.1,EU241650.1,Oligoryzomys longicaudatus,0.12884772541541814,473
PP_006VSWJ.1,M,490,163,0.957055,7,163,1,0,Chile,,Chile/PP_006VSWJ.1,EU241640.1,Oligoryzomys longicaudatus,0.13347861618087714,490
PP_006VSXG.1,M,372,124,0.943548,7,124,1,0,Chile,,Chile/PP_006VSXG.1,EU241641.1,Oligoryzomys longicaudatus,0.25742304549169165,372
PP_006W1RH.1,M,3628,1138,0.942882,65,1138,3,47,Argentina,2018,Argentina/PP_006W1RH.1/2018,PP151163.1,Homo sapiens,0.9931898665213839,3628
PP_006W1SF.1,M,3613,1138,0.942004,66,1138,1,39,Argentina,2018,Argentina/PP_006W1SF.1/2018,PP151164.1,Homo sapiens,0.9891037864342141,3613
PP_006W0UC.1,M,3622,1138,0.941125,67,1138,1,42,Argentina,,Argentina/PP_006W0UC.1,OP555731.1,Homo sapiens,0.991555434486516,3622
PP_006W1G2.1,M,3622,1138,0.941125,67,1138,1,42,Argentina,2002,Argentina/PP_006W1G2.1/2002,OR965908.1,Homo sapiens,0.991555434486516,3622
PP_006W27K.1,M,3632,1138,0.941125,67,1138,3,47,Argentina,2019,Argentina/PP_006W27K.1/2019,OR987856.1,Homo sapiens,0.9942794878779624,3632
PP_006W1HZ.1,M,3545,1138,0.940246,68,1138,3,17,Argentina,2002,Argentina/PP_006W1HZ.1/2002,OR965909.1,Homo sapiens,0.97303187142468,3545
PP_006W1JX.1,M,3628,1138,0.940246,68,1138,1,39,Argentina,2002,Argentina/PP_006W1JX.1/2002,OR965910.1,Homo sapiens,0.9931898665213839,3628
PP_006W1KV.1,M,3634,1138,0.940246,68,1138,3,47,Argentina,2002,Argentina/PP_006W1KV.1/2002,OR965911.1,Homo sapiens,0.9948242985562517,3634
PP_006W1LT.1,M,3624,1138,0.940246,68,1138,1,42,Argentina,2016,Argentina/PP_006W1LT.1/2016,OR987853.1,Homo sapiens,0.9921002451648052,3624
PP_006VLSY.1,M,3653,1138,0.938489,70,1138,2,52,,,PP_006VLSY.1,AF028022.1,Oligoryzomys flavescens,1.0,3653
PP_006W24R.1,M,3616,1138,0.938489,70,1138,1,39,Argentina,2002,Argentina/PP_006W24R.1/2002,OR987851.1,Homo sapiens,0.989921002451648,3616
PP_006W25P.1,M,3610,1138,0.938489,70,1138,1,27,Argentina,2002,Argentina/PP_006W25P.1/2002,OR987852.1,Homo sapiens,0.9907382184690819,3610
PP_006W100.1,M,3653,1138,0.93761,71,1138,2,52,Argentina,2022,Argentina/PP_006W100.1/2022,OR890440.1,Oligoryzomys flavescens,1.0,3653
PP_006VLTW.1,M,3654,1138,0.927944,82,1138,2,52,,,PP_006VLTW.1,AF028023.1,,1.0,3654
PP_006VLUU.1,M,3646,1138,0.924429,86,1138,2,52,,,PP_006VLUU.1,AF028024.1,Oligoryzomys longicaudatus,1.0,3646
PP_006W1Z1.1,M,3696,1138,0.901582,112,1138,3,50,Argentina,1990,Argentina/PP_006W1Z1.1/1990,PP058741.1,Necromys sp.,0.9983655679651321,3696
PP_006W2D7.1,M,799,251,0.89243,27,251,3,44,Argentina,2024,Argentina/PP_006W2D7.1/2024,PQ356349.1,Homo sapiens,0.6292563334241351,799
PP_006VMCS.1,M,292,13,0.307692,9,13,2,253,,,PP_006VMCS.1,AF028042.1,Oligoryzomys flavescens,0.07954235903023699,292
PP_006VMDQ.1,M,292,13,0.307692,9,13,2,253,,,PP_006VMDQ.1,AF028043.1,,0.07954235903023699,292
PP_006VNYJ.1,M,292,13,0.307692,9,13,2,253,Uruguay,,Uruguay/PP_006VNYJ.1,AF283899.1,,0.07954235903023699,292
PP_006VMTV.1,M,292,18,0.222222,14,18,1,219,,,PP_006VMTV.1,AF028057.1,Akodon azarae,0.07954235903023699,292
PP_006VNWN.1,M,292,16,0.1875,13,16,1,189,Uruguay,,Uruguay/PP_006VNWN.1,AF283896.1,,0.08716970852628711,292
PP_006VNXL.1,M,292,16,0.1875,13,16,1,189,Uruguay,,Uruguay/PP_006VNXL.1,AF283898.1,,0.07954235903023699,292
PP_006VMN5.1,M,292,18,0.166667,15,18,1,219,,,PP_006VMN5.1,AF028052.1,Akodon azarae,0.07954235903023699,292
PP_006VMP3.1,M,292,18,0.166667,15,18,1,219,,,PP_006VMP3.1,AF028053.1,Akodon azarae,0.07954235903023699,292
PP_006VMRZ.1,M,292,18,0.166667,15,18,1,219,,,PP_006VMRZ.1,AF028055.1,Akodon azarae,0.07954235903023699,292
PP_006VMSX.1,M,292,18,0.166667,15,18,1,219,,,PP_006VMSX.1,AF028056.1,Akodon azarae,0.07954235903023699,292
PP_006VMUT.1,M,292,18,0.166667,15,18,1,219,,,PP_006VMUT.1,AF028058.1,Akodon azarae,0.07954235903023699,292
PP_006VMXM.1,M,292,18,0.166667,15,18,1,219,,,PP_006VMXM.1,AF028061.1,Akodon azarae,0.07954235903023699,292
PP_006VMYK.1,M,292,18,0.166667,15,18,1,219,,,PP_006VMYK.1,AF028062.1,Akodon azarae,0.07954235903023699,292
PP_006VMZH.1,M,292,18,0.166667,15,18,1,219,,,PP_006VMZH.1,AF028063.1,,0.07954235903023699,292
PP_006VMKB.1,M,292,19,0.157895,16,19,1,189,,,PP_006VMKB.1,AF028049.1,Oligoryzomys longicaudatus,0.07954235903023699,292
PP_006VML9.1,M,292,19,0.157895,16,19,1,189,,,PP_006VML9.1,AF028050.1,Oligoryzomys longicaudatus,0.07954235903023699,292
PP_006VMEN.1,M,292,16,0.125,14,16,1,189,,,PP_006VMEN.1,AF028044.1,Oligoryzomys longicaudatus,0.07954235903023699,292
PP_006VMFL.1,M,292,16,0.125,14,16,1,189,,,PP_006VMFL.1,AF028045.1,,0.07954235903023699,292
PP_006VMGJ.1,M,292,25,0.12,22,25,1,189,,,PP_006VMGJ.1,AF028046.1,Oligoryzomys longicaudatus,0.07954235903023699,292
PP_006VMHF.1,M,292,25,0.12,22,25,1,189,,,PP_006VMHF.1,AF028047.1,Oligoryzomys longicaudatus,0.07954235903023699,292
PP_006VMJD.1,M,292,25,0.12,22,25,1,189,,,PP_006VMJD.1,AF028048.1,Oligoryzomys longicaudatus,0.07954235903023699,292
PP_006VLZJ.1,M,292,17,0.117647,15,17,1,63,,,PP_006VLZJ.1,AF028029.1,,0.07954235903023699,292
PP_006VM0G.1,M,292,17,0.117647,15,17,1,63,,,PP_006VM0G.1,AF028030.1,,0.07954235903023699,292
PP_006VM1E.1,M,292,17,0.117647,15,17,1,63,,,PP_006VM1E.1,AF028031.1,Oligoryzomys flavescens,0.07954235903023699,292
PP_006VM2C.1,M,292,17,0.117647,15,17,1,63,,,PP_006VM2C.1,AF028032.1,,0.07954235903023699,292
PP_006VM3A.1,M,292,17,0.117647,15,17,1,63,,,PP_006VM3A.1,AF028033.1,Oligoryzomys flavescens,0.07954235903023699,292
PP_006VM48.1,M,292,17,0.117647,15,17,1,63,,,PP_006VM48.1,AF028034.1,Oligoryzomys flavescens,0.07954235903023699,292
PP_006VM56.1,M,292,17,0.117647,15,17,1,63,,,PP_006VM56.1,AF028035.1,,0.07954235903023699,292
PP_006VM64.1,M,292,17,0.117647,15,17,1,63,,,PP_006VM64.1,AF028036.1,,0.07954235903023699,292
PP_006VM72.1,M,292,17,0.117647,15,17,1,63,,,PP_006VM72.1,AF028037.1,,0.07954235903023699,292
PP_006VM9Y.1,M,292,17,0.117647,15,17,1,63,,,PP_006VM9Y.1,AF028039.1,,0.07954235903023699,292
PP_006VMAW.1,M,292,17,0.117647,15,17,1,63,,,PP_006VMAW.1,AF028040.1,Oligoryzomys flavescens,0.07954235903023699,292
PP_006VMBU.1,M,292,17,0.117647,15,17,1,63,,,PP_006VMBU.1,AF028041.1,Oligoryzomys flavescens,0.07954235903023699,292
PP_006VMQ1.1,M,292,18,0.111111,16,18,1,219,,,PP_006VMQ1.1,AF028054.1,Akodon azarae,0.07954235903023699,292
PP_006VMVR.1,M,292,18,0.111111,16,18,1,219,,,PP_006VMVR.1,AF028059.1,Akodon azarae,0.07954235903023699,292
PP_006VMWP.1,M,292,18,0.111111,16,18,1,219,,,PP_006VMWP.1,AF028060.1,Akodon azarae,0.07954235903023699,292
PP_006VQK8.1,M,439,76,0.105263,68,76,2,211,Paraguay,,Paraguay/PP_006VQK8.1,AY515598.1,Oligoryzomys chacoensis,0.11958594388450014,439
PP_006VWQS.1,M,397,119,0.092437,108,119,1,39,Chile,2011-04,Chile/PP_006VWQS.1/2011-04,KC567272.1,Homo sapiens,0.10814491964042496,397
PP_006VP8Y.1,M,194,58,0.086207,53,58,1,18,Argentina,,Argentina/PP_006VP8Y.1,AF389483.1,,0.05284663579406156,194
PP_006VTFE.1,M,567,146,0.082192,134,146,2,127,Chile,,Chile/PP_006VTFE.1,EU241657.1,Oligoryzomys longicaudatus,0.15445382729501497,567
PP_006VTPX.1,M,596,146,0.082192,134,146,1,156,Chile,,Chile/PP_006VTPX.1,EU241664.1,Oligoryzomys longicaudatus,0.16235358213020976,596
PP_006VW9P.1,M,516,138,0.07971,127,138,2,100,Chile,2010-03,Chile/PP_006VW9P.1/2010-03,KC567258.1,Homo sapiens,0.14056115499863797,516
PP_006VWAM.1,M,516,138,0.07971,127,138,2,100,Chile,2011-05,Chile/PP_006VWAM.1/2011-05,KC567259.1,Homo sapiens,0.14056115499863797,516
PP_006VWBK.1,M,516,138,0.07971,127,138,2,100,Chile,2010-02,Chile/PP_006VWBK.1/2010-02,KC567260.1,Homo sapiens,0.14056115499863797,516
PP_006VWCH.1,M,516,138,0.07971,127,138,2,100,Chile,2010-02,Chile/PP_006VWCH.1/2010-02,KC567261.1,Homo sapiens,0.14056115499863797,516
PP_006VWDF.1,M,516,138,0.07971,127,138,2,100,Chile,2012-01,Chile/PP_006VWDF.1/2012-01,KC567262.1,Homo sapiens,0.14056115499863797,516
PP_006VWED.1,M,516,138,0.07971,127,138,2,100,Chile,2012-02,Chile/PP_006VWED.1/2012-02,KC567263.1,Homo sapiens,0.14056115499863797,516
PP_006VWFB.1,M,516,138,0.07971,127,138,2,100,Chile,2012-02,Chile/PP_006VWFB.1/2012-02,KC567264.1,Homo sapiens,0.14056115499863797,516
PP_006VWG9.1,M,516,138,0.07971,127,138,2,100,Chile,2011-04,Chile/PP_006VWG9.1/2011-04,KC567265.1,Homo sapiens,0.14056115499863797,516
PP_006VWH6.1,M,516,138,0.07971,127,138,2,100,Chile,2011-04,Chile/PP_006VWH6.1/2011-04,KC567266.1,Homo sapiens,0.14056115499863797,516
PP_006VWJ4.1,M,516,138,0.07971,127,138,2,100,Chile,2011-04,Chile/PP_006VWJ4.1/2011-04,KC567267.1,Homo sapiens,0.14056115499863797,516
PP_006VWK2.1,M,516,138,0.07971,127,138,2,100,Chile,2011-04,Chile/PP_006VWK2.1/2011-04,KC567268.1,Homo sapiens,0.14056115499863797,516
PP_006VWL0.1,M,516,138,0.07971,127,138,2,100,Chile,2011-04,Chile/PP_006VWL0.1/2011-04,KC567269.1,Homo sapiens,0.14056115499863797,516
PP_006W0Y4.1,M,333,102,0.078431,94,102,3,26,,,PP_006W0Y4.1,U51040.1,,0.09071097793516752,333
PP_006VTEG.1,M,575,146,0.075342,135,146,1,135,Chile,,Chile/PP_006VTEG.1,EU241656.1,Oligoryzomys longicaudatus,0.15663307000817217,575
PP_006VTGC.1,M,596,146,0.075342,135,146,1,156,Chile,,Chile/PP_006VTGC.1,EU241658.1,Oligoryzomys longicaudatus,0.16235358213020976,596
PP_006VTH9.1,M,596,146,0.075342,135,146,1,156,Chile,,Chile/PP_006VTH9.1,EU241659.1,Oligoryzomys longicaudatus,0.16235358213020976,596
PP_006VTJ7.1,M,596,146,0.075342,135,146,1,156,Chile,,Chile/PP_006VTJ7.1,EU241660.1,Oligoryzomys longicaudatus,0.16235358213020976,596
PP_006VTL3.1,M,596,146,0.075342,135,146,1,156,Chile,,Chile/PP_006VTL3.1,EU241661.1,Oligoryzomys longicaudatus,0.16235358213020976,596
PP_006VTM1.1,M,596,146,0.075342,135,146,1,156,Chile,,Chile/PP_006VTM1.1,EU241662.1,Oligoryzomys longicaudatus,0.16235358213020976,596
PP_006VTNZ.1,M,596,146,0.075342,135,146,1,156,Chile,,Chile/PP_006VTNZ.1,EU241663.1,Oligoryzomys longicaudatus,0.16235358213020976,596
PP_006W03V.1,M,927,295,0.074576,273,295,3,41,Chile,2019-03-06,Chile/PP_006W03V.1/2019-03-06,MN737479.1,Homo sapiens,0.252519749387088,927
PP_006W04T.1,M,801,267,0.071161,248,267,1,0,Chile,2019-03-07,Chile/PP_006W04T.1/2019-03-07,MN737480.1,Homo sapiens,0.21819667665486245,801
PP_006VLN6.1,M,308,100,0.07,93,100,1,6,,,PP_006VLN6.1,AF005949.1,,0.08390084445655135,308
PP_006VLP4.1,M,308,100,0.07,93,100,1,6,,,PP_006VLP4.1,AF005950.1,,0.08390084445655135,308
PP_006VP9W.1,M,194,58,0.068966,54,58,1,18,Argentina,,Argentina/PP_006VP9W.1,AF389484.1,,0.05284663579406156,194
PP_006VPAU.1,M,194,58,0.068966,54,58,1,18,Uruguay,,Uruguay/PP_006VPAU.1,AF389485.1,,0.05284663579406156,194
PP_006VPCQ.1,M,194,58,0.068966,54,58,1,18,Argentina,,Argentina/PP_006VPCQ.1,AF389487.1,,0.05284663579406156,194
PP_006VT9S.1,M,596,146,0.068493,136,146,1,156,Chile,,Chile/PP_006VT9S.1,EU241651.1,Oligoryzomys longicaudatus,0.16235358213020976,596
PP_006VTAQ.1,M,596,146,0.068493,136,146,1,156,Chile,,Chile/PP_006VTAQ.1,EU241652.1,Oligoryzomys longicaudatus,0.16235358213020976,596
PP_006VTBN.1,M,576,146,0.068493,136,146,2,136,Chile,,Chile/PP_006VTBN.1,EU241653.1,Oligoryzomys longicaudatus,0.1569054753473168,576
PP_006VTCL.1,M,572,146,0.068493,136,146,1,132,Chile,,Chile/PP_006VTCL.1,EU241655.1,Oligoryzomys longicaudatus,0.15581585399073822,572
PP_006VN39.1,M,508,163,0.067485,152,163,1,18,,,PP_006VN39.1,AF042112.1,,0.1383819122854808,508
PP_006VN71.1,M,508,163,0.067485,152,163,1,18,,,PP_006VN71.1,AF042116.1,,0.1383819122854808,508
PP_006VNAV.1,M,508,163,0.067485,152,163,1,18,,,PP_006VNAV.1,AF042119.1,,0.1383819122854808,508
PP_006VNEM.1,M,508,163,0.067485,152,163,1,18,,,PP_006VNEM.1,AF042123.1,,0.1383819122854808,508
PP_006VNGH.1,M,508,163,0.067485,152,163,1,18,,,PP_006VNGH.1,AF042125.1,,0.1383819122854808,508
PP_006VNJC.1,M,508,163,0.067485,152,163,1,18,,,PP_006VNJC.1,AF042127.1,,0.1383819122854808,508
PP_006VLQ2.1,M,316,105,0.066667,98,105,1,0,,,PP_006VLQ2.1,AF005951.1,,0.08608008716970852,316
PP_006VLR0.1,M,316,105,0.066667,98,105,1,0,,,PP_006VLR0.1,AF005952.1,,0.08608008716970852,316
PP_006VVDG.1,M,3671,90,0.066667,84,90,1,1020,,,PP_006VVDG.1,FV536446.1,,1.0,3671
PP_006VVEE.1,M,3671,90,0.066667,84,90,1,1020,,,PP_006VVEE.1,FV536447.1,,1.0,3671
PP_006VQWL.1,M,1239,348,0.066092,325,348,1,195,Brazil,,Brazil/PP_006VQWL.1,AY963900.1,Oligoryzomys nigripes,0.3375102152002179,1239
PP_006VQXJ.1,M,1239,348,0.066092,325,348,1,195,Brazil,,Brazil/PP_006VQXJ.1,AY970821.1,Necromys lasiurus,0.3375102152002179,1239
PP_006W2LS.1,M,329,106,0.066038,99,106,2,10,,,PP_006W2LS.1,U51041.1,,0.08962135657858894,329
PP_006VLWQ.1,M,1654,531,0.06403,497,531,2,61,,,PP_006VLWQ.1,AF028026.1,Oligoryzomys longicaudatus,0.4505584309452465,1654
PP_006W1MR.1,M,3556,1124,0.063167,1053,1124,3,41,Argentina,2010,Argentina/PP_006W1MR.1/2010,OR987854.1,Homo sapiens,0.9738490874421138,3556
PP_006W1NP.1,M,3556,1124,0.063167,1053,1124,3,41,Argentina,2010,Argentina/PP_006W1NP.1/2010,OR987855.1,Homo sapiens,0.9738490874421138,3556
PP_006VWUJ.1,M,397,128,0.0625,120,128,1,12,Chile,2012-02,Chile/PP_006VWUJ.1/2012-02,KC567276.1,Homo sapiens,0.10814491964042496,397
PP_006VWVG.1,M,397,128,0.0625,120,128,1,12,Chile,2012-01,Chile/PP_006VWVG.1/2012-01,KC567277.1,Homo sapiens,0.10814491964042496,397
PP_006VWWE.1,M,397,128,0.0625,120,128,1,12,Chile,2010-02,Chile/PP_006VWWE.1/2010-02,KC567278.1,Homo sapiens,0.10814491964042496,397
PP_006VWXC.1,M,397,128,0.0625,120,128,1,12,Chile,2010-02,Chile/PP_006VWXC.1/2010-02,KC567279.1,Homo sapiens,0.10814491964042496,397
PP_006VWYA.1,M,397,128,0.0625,120,128,1,12,Chile,2011-05,Chile/PP_006VWYA.1/2011-05,KC567280.1,Homo sapiens,0.10814491964042496,397
PP_006W1TD.1,M,3561,1120,0.061938,939,1001,3,41,Argentina,2017,Argentina/PP_006W1TD.1/2017,PP003838.1,Homo sapiens,0.8885862162898392,3561
PP_006VQSU.1,M,230,49,0.061224,46,49,1,81,Chile,,Chile/PP_006VQSU.1,AY770196.2,Oligoryzomys longicaudatus,0.06265322800326886,230
PP_006VQUQ.1,M,230,49,0.061224,46,49,1,81,Chile,,Chile/PP_006VQUQ.1,AY770198.2,Oligoryzomys longicaudatus,0.06265322800326886,230
PP_006WDKH.1,M,3623,1120,0.060769,1051,1119,3,77,South Africa,2026-04-26,South_Africa/PP_006WDKH.1/2026-04-26,,Homo sapiens,0.9855625170253337,3623
PP_006W3U9.2,M,3561,1120,0.060714,1052,1120,1,42,Netherlands,2026-05-06,Netherlands/PP_006W3U9.2/2026-05-06,,Homo sapiens,0.9700354126940888,3561
PP_006WDJK.1,M,3603,1120,0.060714,1052,1120,1,57,South Africa,2026-05-02,South_Africa/PP_006WDJK.1/2026-05-02,,Homo sapiens,0.9904658131299373,3603
PP_006VQP0.1,M,232,66,0.060606,62,66,2,34,Chile,,Chile/PP_006VQP0.1,AY770193.1,Oligoryzomys longicaudatus,0.06319803868155816,232
PP_006VQRW.1,M,232,66,0.060606,62,66,2,34,Chile,,Chile/PP_006VQRW.1,AY770195.1,Oligoryzomys longicaudatus,0.06319803868155816,232
PP_006W0F5.1,M,150,33,0.060606,31,33,3,50,Argentina,2020-11,Argentina/PP_006W0F5.1/2020-11,OL840326.1,Homo sapiens,0.040860800871697085,150
PP_006VLYL.1,M,1654,531,0.060264,499,531,2,61,,,PP_006VLYL.1,AF028028.1,Akodon azarae,0.4505584309452465,1654
PP_006VQM4.1,M,277,83,0.060241,78,83,1,27,Chile,,Chile/PP_006VQM4.1,AY770192.1,Oligoryzomys longicaudatus,0.07545627894306728,277
PP_006VQTS.1,M,277,83,0.060241,78,83,1,27,Chile,,Chile/PP_006VQTS.1,AY770197.1,Oligoryzomys longicaudatus,0.07545627894306728,277
PP_006W0VA.1,M,3387,1118,0.059928,1051,1118,1,33,Brazil,2022-12-09,Brazil/PP_006W0VA.1/2022-12-09,OQ092244.1,Homo sapiens,0.9226368836829202,3387
PP_006VQZE.1,M,258,84,0.059524,79,84,1,0,,,PP_006VQZE.1,DI162424.1,,0.10678289294470171,258
PP_006VR1A.1,M,258,84,0.059524,79,84,1,0,,,PP_006VR1A.1,DL139697.1,,0.10678289294470171,258
PP_006VVVH.1,M,258,84,0.059524,79,84,1,0,,,PP_006VVVH.1,HV984414.1,,0.10678289294470171,258
PP_006VQCP.1,M,410,136,0.058824,128,136,3,2,Uruguay,,Uruguay/PP_006VQCP.1,AY204677.1,Oligoryzomys flavescens,0.11168618904930537,410
PP_006VP0E.1,M,1895,562,0.058719,529,562,2,49,Brazil,,Brazil/PP_006VP0E.1,AF307326.1,,0.5167529283573958,1895
PP_006W23T.1,M,3492,1120,0.058491,998,1060,3,41,Argentina,2002,Argentina/PP_006W23T.1/2002,OR987850.1,Homo sapiens,0.9212748569871969,3492
PP_006VLVS.1,M,1654,531,0.05838,500,531,2,61,,,PP_006VLVS.1,AF028025.1,Oligoryzomys chacoensis,0.4505584309452465,1654
PP_006W1UB.1,M,3501,1120,0.056983,844,895,3,41,Argentina,2011,Argentina/PP_006W1UB.1/2011,PP003839.1,Homo sapiens,0.7872514301280306,3501
PP_006VV9Q.1,M,625,194,0.056701,183,194,3,41,Uruguay,2005-03,Uruguay/PP_006VV9Q.1/2005-03,EU564726.1,Oligoryzomys nigripes,0.1702533369654045,625
PP_006VQQY.1,M,198,53,0.056604,50,53,2,37,Chile,,Chile/PP_006VQQY.1,AY770194.1,Oligoryzomys longicaudatus,0.08008716970852629,198
PP_006VQVN.1,M,198,53,0.056604,50,53,2,37,Chile,,Chile/PP_006VQVN.1,AY770199.1,Oligoryzomys longicaudatus,0.08008716970852629,198
PP_006W02X.1,M,652,196,0.056122,185,196,1,63,Chile,2019-02-26,Chile/PP_006W02X.1/2019-02-26,MN737478.1,Homo sapiens,0.17760828112231,652
PP_006XDHK.2,M,3578,1120,0.054795,897,949,2,37,Canada,2026-05-15,Canada/PP_006XDHK.2/2026-05-15,,Homo sapiens,0.8351947698174884,3578
PP_006VQ8X.1,M,713,162,0.054688,121,128,1,18,Bolivia,,Bolivia/PP_006VQ8X.1,AH011226.2,,0.5074911468264778,713
PP_006VWMY.1,M,397,128,0.054688,121,128,1,12,Chile,2011-04,Chile/PP_006VWMY.1/2011-04,KC567270.1,Homo sapiens,0.10814491964042496,397
